"Julkisyhteisöjen menot tehtävittäin 1990-2014"

"Sektori";"Tehtävä";"Taloustoimi";"Tiedot";"2014"
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G05  Ympäristönsuojelu";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0501  Jätehuolto";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0502  Jätevesihuolto";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0503  Ympäristön pilaantumisen torjunta";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0504  Biologisen monimuotoisuuden ja maisemansuojelu";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0505  Ympäristönsuojelun tutkimus ja kehittäminen";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0506  Ympäristön suojelu, muualla luokittelematon";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G06  Asuminen ja yhdyskunnat";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13149 Muut sosiaaliturvarahastot";"G0601  Asuinolojen kehittäminen";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
