"Julkisyhteisöjen menot tehtävittäin 1990-2014"

"Sektori";"Tehtävä";"Taloustoimi";"Tiedot";"2014"
"S13 Julkisyhteisöt";"G0106  Muut yleisen julkishallinnon palvelut";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0106  Muut yleisen julkishallinnon palvelut";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0106  Muut yleisen julkishallinnon palvelut";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0106  Muut yleisen julkishallinnon palvelut";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0106  Muut yleisen julkishallinnon palvelut";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0106  Muut yleisen julkishallinnon palvelut";"P3K Kulutusmenot";"Käypiin hintoihin";10
"S13 Julkisyhteisöt";"G0106  Muut yleisen julkishallinnon palvelut";"NETEXP Nettomenot";"Käypiin hintoihin";23
"S13 Julkisyhteisöt";"G0106  Muut yleisen julkishallinnon palvelut";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";15
"S13 Julkisyhteisöt";"G0106  Muut yleisen julkishallinnon palvelut";"TOTEXP Kokonaismenot";"Käypiin hintoihin";23
"S13 Julkisyhteisöt";"G0106  Muut yleisen julkishallinnon palvelut";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";15
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"P2K Välituotekäyttö";"Käypiin hintoihin";253
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D4K Omaisuusmenot";"Käypiin hintoihin";2634
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";2544
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"P3K Kulutusmenot";"Käypiin hintoihin";253
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"NETEXP Nettomenot";"Käypiin hintoihin";2887
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";2797
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"TOTEXP Kokonaismenot";"Käypiin hintoihin";2887
"S13 Julkisyhteisöt";"G0107  Julkisen velan hoitoon liittyvät taloustoimet";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";2797
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";3518
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";1
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"NETEXP Nettomenot";"Käypiin hintoihin";3519
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"TOTEXP Kokonaismenot";"Käypiin hintoihin";3519
"S13 Julkisyhteisöt";"G0108  Hallinnon eri tasojen väliset yleisluonteiset siirrot";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G02  Puolustus";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";1116
"S13 Julkisyhteisöt";"G02  Puolustus";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";905
"S13 Julkisyhteisöt";"G02  Puolustus";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";211
"S13 Julkisyhteisöt";"G02  Puolustus";"P2K Välituotekäyttö";"Käypiin hintoihin";1287
"S13 Julkisyhteisöt";"G02  Puolustus";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G02  Puolustus";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";4
"S13 Julkisyhteisöt";"G02  Puolustus";"D4K Omaisuusmenot";"Käypiin hintoihin";5
"S13 Julkisyhteisöt";"G02  Puolustus";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";5
"S13 Julkisyhteisöt";"G02  Puolustus";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";1
"S13 Julkisyhteisöt";"G02  Puolustus";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G02  Puolustus";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G02  Puolustus";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";6
"S13 Julkisyhteisöt";"G02  Puolustus";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";6
"S13 Julkisyhteisöt";"G02  Puolustus";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G02  Puolustus";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G02  Puolustus";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";473
"S13 Julkisyhteisöt";"G02  Puolustus";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";473
"S13 Julkisyhteisöt";"G02  Puolustus";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";-3
"S13 Julkisyhteisöt";"G02  Puolustus";"P3K Kulutusmenot";"Käypiin hintoihin";2808
"S13 Julkisyhteisöt";"G02  Puolustus";"NETEXP Nettomenot";"Käypiin hintoihin";2730
"S13 Julkisyhteisöt";"G02  Puolustus";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";2730
"S13 Julkisyhteisöt";"G02  Puolustus";"TOTEXP Kokonaismenot";"Käypiin hintoihin";2889
"S13 Julkisyhteisöt";"G02  Puolustus";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";2889
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";1012
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";818
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";194
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"P2K Välituotekäyttö";"Käypiin hintoihin";1187
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D4K Omaisuusmenot";"Käypiin hintoihin";5
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";5
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";1
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";3
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";3
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";435
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";435
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";-3
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"P3K Kulutusmenot";"Käypiin hintoihin";2626
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"NETEXP Nettomenot";"Käypiin hintoihin";2538
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";2538
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"TOTEXP Kokonaismenot";"Käypiin hintoihin";2640
"S13 Julkisyhteisöt";"G0201  Sotilaspuolustus";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";2640
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";2
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";2
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"P2K Välituotekäyttö";"Käypiin hintoihin";33
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";4
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";1
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";1
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";13
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";13
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"P3K Kulutusmenot";"Käypiin hintoihin";10
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"NETEXP Nettomenot";"Käypiin hintoihin";27
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";27
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"TOTEXP Kokonaismenot";"Käypiin hintoihin";53
"S13 Julkisyhteisöt";"G0202  Siviilipuolustus";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";53
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";68
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";57
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";11
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"P2K Välituotekäyttö";"Käypiin hintoihin";49
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";1
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";1
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";1
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";1
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"P3K Kulutusmenot";"Käypiin hintoihin";122
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"NETEXP Nettomenot";"Käypiin hintoihin";119
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";119
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"TOTEXP Kokonaismenot";"Käypiin hintoihin";119
"S13 Julkisyhteisöt";"G0203  Sotilasapu ulkomaille";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";119
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";23
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";19
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";4
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"P2K Välituotekäyttö";"Käypiin hintoihin";2
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";24
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";24
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"P3K Kulutusmenot";"Käypiin hintoihin";30
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"NETEXP Nettomenot";"Käypiin hintoihin";25
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";25
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"TOTEXP Kokonaismenot";"Käypiin hintoihin";49
"S13 Julkisyhteisöt";"G0204  Puolustustoiminnan tutkimus ja kehittäminen";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";49
"S13 Julkisyhteisöt";"G0205  Puolustus, muualla luokittelematon";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";11
"S13 Julkisyhteisöt";"G0205  Puolustus, muualla luokittelematon";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";9
"S13 Julkisyhteisöt";"G0205  Puolustus, muualla luokittelematon";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";2
"S13 Julkisyhteisöt";"G0205  Puolustus, muualla luokittelematon";"P2K Välituotekäyttö";"Käypiin hintoihin";16
"S13 Julkisyhteisöt";"G0205  Puolustus, muualla luokittelematon";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0205  Puolustus, muualla luokittelematon";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0205  Puolustus, muualla luokittelematon";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0205  Puolustus, muualla luokittelematon";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0205  Puolustus, muualla luokittelematon";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0205  Puolustus, muualla luokittelematon";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S13 Julkisyhteisöt";"G0205  Puolustus, muualla luokittelematon";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
